"customer_id","film_id","rental_duration","rental_rate","length","replacement_cost","rating","genre","rental_day","rental_month","payment_day","payment_month","payment_amount","store_id","city_id","staff_id"
2,879,3,"4.99",148,"20.99","PG","Music","29","7","29","4","5.99",2,449,1
2,518,5,"4.99",140,"15.99","PG","Travel","30","7","30","4","4.99",2,449,2
2,878,3,"4.99",74,"25.99","G","Travel","30","7","30","4","10.99",2,449,1
2,303,6,"0.99",58,"27.99","PG-13","Action","30","7","30","4","0.99",2,449,1
2,891,3,"0.99",69,"13.99","G","Classics","30","7","30","4","6.99",1,449,1
2,678,3,"2.99",77,"23.99","G","Sports","30","7","30","4","6.99",1,449,2
2,690,7,"2.99",185,"25.99","PG-13","Animation","31","7","30","4","2.99",1,449,1
2,27,7,"0.99",179,"12.99","NC-17","Sports","1","8","1","3","0.99",1,449,1
2,748,4,"0.99",109,"16.99","PG-13","Action","2","8","2","3","0.99",2,449,1
2,142,3,"0.99",122,"24.99","PG","Documentary","2","8","2","3","5.99",1,449,2
2,254,4,"2.99",159,"11.99","PG-13","Sports","2","8","2","3","6.99",1,449,2
2,447,5,"2.99",131,"28.99","R","Games","2","8","2","3","2.99",1,449,1
2,175,3,"2.99",122,"27.99","PG-13","Family","17","8","17","3","2.99",2,449,1
2,331,6,"2.99",90,"25.99","NC-17","Games","19","8","19","3","2.99",2,449,2
2,694,6,"4.99",98,"15.99","PG-13","Classics","21","8","21","3","4.99",2,449,2
2,999,5,"2.99",101,"28.99","R","Children","21","8","21","3","5.99",1,449,1
2,471,7,"2.99",84,"23.99","NC-17","Classics","22","8","22","3","4.99",1,449,1
2,637,7,"4.99",131,"16.99","PG","Sci-Fi","23","8","23","3","4.99",2,449,1
3,854,4,"4.99",119,"22.99","R","Horror","16","6","16","2","8.99",2,38,1
3,23,3,"0.99",92,"9.99","R","Animation","16","6","16","2","6.99",1,38,2
3,202,5,"4.99",161,"26.99","G","Comedy","17","6","17","2","6.99",1,38,2
3,855,7,"0.99",132,"28.99","PG-13","Documentary","19","6","19","2","2.99",1,38,2
3,371,5,"4.99",129,"17.99","G","Action","7","7","7","4","4.99",1,38,1
3,447,5,"2.99",131,"28.99","R","Games","8","7","8","4","4.99",1,38,2
3,563,6,"4.99",165,"16.99","R","Games","27","7","27","4","5.99",2,38,2
3,126,3,"4.99",179,"16.99","G","Action","27","7","27","4","10.99",2,38,2
3,464,3,"2.99",107,"13.99","PG-13","Animation","28","7","28","4","7.99",2,38,1
3,77,5,"4.99",61,"15.99","G","New","28","7","28","4","6.99",1,38,1
3,86,6,"4.99",121,"11.99","R","Music","28","7","28","4","4.99",1,38,1
3,263,6,"4.99",154,"14.99","R","Sports","28","7","28","4","4.99",1,38,2
3,717,6,"0.99",97,"23.99","NC-17","Action","29","7","29","4","2.99",2,38,2
3,940,6,"0.99",64,"19.99","PG-13","Sports","30","7","30","4","1.99",1,38,1
3,366,3,"0.99",93,"29.99","G","Drama","30","7","30","4","3.99",1,38,1
3,621,5,"2.99",75,"23.99","PG-13","Family","31","7","30","4","2.99",1,38,1
3,995,5,"4.99",86,"11.99","R","Horror","31","7","30","4","4.99",1,38,2
3,725,6,"4.99",167,"25.99","R","Classics","1","8","1","3","5.99",1,38,1
3,433,4,"2.99",95,"23.99","PG","Animation","18","8","18","3","4.99",1,38,2
3,711,4,"4.99",154,"18.99","R","Sci-Fi","19","8","19","3","8.99",2,38,1
3,555,4,"0.99",133,"25.99","PG","Comedy","20","8","20","3","2.99",1,38,2
3,312,4,"4.99",75,"20.99","R","Sci-Fi","21","8","21","3","8.99",2,38,2
3,367,6,"0.99",153,"20.99","R","Sci-Fi","22","8","22","3","0.99",2,38,1
3,540,7,"2.99",97,"10.99","PG-13","Music","23","8","23","3","2.99",1,38,2
4,239,5,"4.99",122,"16.99","G","Animation","15","6","15","2","4.99",2,349,1
4,63,6,"0.99",73,"21.99","PG","Family","16","6","16","2","0.99",1,349,1
4,42,5,"2.99",170,"10.99","NC-17","Sports","16","6","16","2","2.99",2,349,1
4,19,6,"0.99",113,"20.99","PG","Action","16","6","16","2","0.99",2,349,1
4,547,3,"0.99",117,"19.99","PG","Children","17","6","17","2","0.99",2,349,2
4,448,3,"2.99",172,"25.99","PG-13","New","19","6","19","2","5.99",1,349,1
4,958,6,"2.99",178,"19.99","G","Drama","28","7","28","4","2.99",1,349,2
4,784,7,"2.99",47,"20.99","PG","Travel","28","7","28","4","2.99",2,349,2
4,35,4,"2.99",147,"24.99","PG-13","Horror","29","7","29","4","3.99",2,349,2
4,895,3,"2.99",142,"21.99","R","Classics","30","7","30","4","5.99",1,349,1
4,653,3,"4.99",102,"15.99","G","Horror","30","7","30","4","5.99",1,349,1
4,11,6,"0.99",126,"16.99","G","Foreign","2","8","2","3","0.99",2,349,1
4,939,4,"2.99",90,"17.99","R","Comedy","2","8","2","3","2.99",2,349,2
4,676,7,"4.99",137,"16.99","PG-13","Sports","17","8","16","3","4.99",1,349,2
4,431,3,"2.99",176,"12.99","G","Foreign","18","8","17","3","2.99",2,349,2
4,543,5,"4.99",116,"20.99","R","Travel","18","8","18","3","8.99",1,349,2
4,26,3,"0.99",86,"15.99","G","Sci-Fi","19","8","19","3","1.99",2,349,2
4,740,5,"2.99",153,"13.99","PG-13","Horror","20","8","20","3","2.99",2,349,2
4,837,4,"2.99",85,"19.99","PG","Comedy","20","8","20","3","6.99",2,349,2
4,219,6,"4.99",51,"20.99","PG-13","Documentary","21","8","21","3","4.99",1,349,2
4,559,7,"2.99",114,"22.99","G","Sci-Fi","22","8","22","3","2.99",2,349,2
4,728,3,"0.99",63,"26.99","R","Drama","23","8","23","3","1.99",1,349,1
5,722,5,"0.99",123,"26.99","NC-17","Horror","15","6","15","2","3.99",2,361,2
5,539,7,"2.99",152,"21.99","NC-17","Drama","16","6","16","2","2.99",1,361,1
5,941,4,"4.99",145,"10.99","NC-17","Games","17","6","17","2","4.99",2,361,1
5,245,4,"0.99",177,"28.99","R","Animation","19","6","19","2","2.99",2,361,1
5,263,6,"4.99",154,"14.99","R","Sports","20","6","20","2","4.99",2,361,1
5,131,5,"4.99",152,"12.99","PG","Classics","6","7","6","4","4.99",1,361,2
5,975,6,"2.99",137,"22.99","R","Family","8","7","8","4","2.99",2,361,2
5,408,4,"4.99",69,"28.99","R","Games","9","7","9","4","4.99",2,361,1
5,213,4,"0.99",104,"19.99","R","Family","9","7","9","4","5.99",1,361,2
5,91,5,"0.99",98,"17.99","PG","Classics","9","7","9","4","1.99",2,361,2
5,511,7,"0.99",175,"23.99","NC-17","Action","10","7","10","4","0.99",1,361,2
5,465,4,"4.99",59,"17.99","R","New","11","7","11","4","8.99",2,361,1
5,951,6,"0.99",78,"28.99","PG-13","Classics","12","7","12","4","3.99",2,361,1
5,314,3,"0.99",91,"13.99","R","Animation","12","7","12","4","4.99",1,361,1
5,733,4,"0.99",149,"29.99","PG-13","Sports","27","7","27","4","0.99",1,361,2
5,18,6,"0.99",57,"27.99","PG-13","Animation","28","7","28","4","0.99",2,361,2
5,22,6,"2.99",85,"10.99","G","New","28","7","28","4","3.99",1,361,1
5,6,3,"2.99",169,"17.99","PG","Foreign","29","7","28","4","2.99",1,361,2
5,155,6,"0.99",150,"26.99","PG-13","New","30","7","30","4","1.99",2,361,1
5,333,7,"2.99",126,"16.99","R","Music","30","7","30","4","4.99",1,361,1
5,962,7,"2.99",85,"18.99","PG","Classics","31","7","30","4","3.99",1,361,2
5,568,4,"4.99",77,"11.99","NC-17","Comedy","1","8","1","3","4.99",1,361,2
5,663,7,"0.99",99,"29.99","NC-17","Classics","1","8","1","3","0.99",2,361,1
5,810,5,"0.99",147,"21.99","PG","Family","2","8","2","3","4.99",1,361,1
5,956,7,"4.99",107,"23.99","PG-13","Games","2","8","2","3","4.99",1,361,1
5,286,7,"2.99",158,"16.99","NC-17","Travel","17","8","17","3","3.99",2,361,1
5,763,3,"4.99",75,"26.99","G","Sports","18","8","17","3","9.99",2,361,1
5,349,4,"2.99",185,"27.99","PG-13","Animation","19","8","18","3","2.99",2,361,2
5,266,4,"0.99",141,"27.99","PG-13","Classics","19","8","19","3","1.99",1,361,2
5,743,7,"0.99",60,"27.99","PG","Animation","20","8","20","3","0.99",2,361,1
5,470,4,"4.99",79,"24.99","R","Animation","20","8","20","3","6.99",1,361,2
5,575,3,"4.99",48,"27.99","G","Documentary","21","8","21","3","6.99",2,361,1
5,37,3,"2.99",121,"28.99","PG","Classics","21","8","21","3","2.99",1,361,2
5,12,6,"0.99",136,"22.99","PG","Music","22","8","22","3","0.99",1,361,1
5,345,3,"0.99",161,"17.99","PG","Family","14","2","14","5","0.99",2,361,2
6,730,3,"0.99",46,"28.99","PG-13","New","16","6","16","2","3.99",1,295,2
6,514,6,"2.99",69,"17.99","PG-13","Drama","16","6","16","2","2.99",2,295,1
6,452,4,"0.99",122,"15.99","R","Foreign","17","6","17","2","0.99",2,295,1
6,395,4,"0.99",108,"28.99","R","Action","18","6","18","2","0.99",1,295,2
6,280,7,"0.99",177,"26.99","G","Children","6","7","6","4","0.99",1,295,2
6,807,4,"0.99",87,"25.99","NC-17","Games","7","7","7","4","2.99",2,295,2
6,367,6,"0.99",153,"20.99","R","Sci-Fi","10","7","10","4","0.99",2,295,2
6,592,6,"2.99",107,"28.99","PG","Music","11","7","11","4","5.99",2,295,2
6,590,3,"2.99",135,"17.99","PG","New","11","7","11","4","7.99",1,295,1
6,833,5,"0.99",134,"20.99","R","Children","12","7","12","4","0.99",2,295,2
6,689,5,"2.99",137,"14.99","PG","Foreign","27","7","27","4","2.99",1,295,2
6,418,5,"0.99",157,"27.99","PG-13","Drama","27","7","27","4","2.99",2,295,1
6,160,4,"0.99",65,"12.99","PG-13","Animation","28","7","28","4","0.99",1,295,1
6,807,4,"0.99",87,"25.99","NC-17","Games","1","8","1","3","2.99",2,295,1
6,790,6,"0.99",67,"22.99","PG-13","Drama","2","8","2","3","2.99",1,295,1
6,862,5,"0.99",53,"25.99","G","Classics","2","8","2","3","3.99",1,295,2
6,365,4,"4.99",154,"21.99","R","Comedy","17","8","17","3","6.99",1,295,1
6,19,6,"0.99",113,"20.99","PG","Action","17","8","17","3","0.99",2,295,1
6,849,6,"0.99",57,"28.99","NC-17","Animation","17","8","17","3","0.99",2,295,2
6,626,5,"2.99",57,"12.99","G","Children","18","8","18","3","2.99",2,295,1
6,841,5,"2.99",181,"9.99","PG","Sports","20","8","19","3","6.99",1,295,1
6,775,4,"4.99",110,"18.99","PG-13","Drama","21","8","21","3","7.99",1,295,2
6,293,6,"2.99",167,"17.99","G","Sports","21","8","21","3","4.99",1,295,1
6,285,3,"0.99",51,"18.99","PG-13","Sci-Fi","23","8","23","3","5.99",2,295,2
6,562,6,"0.99",151,"12.99","PG-13","Music","23","8","23","3","0.99",1,295,1
7,516,7,"0.99",59,"18.99","PG","Music","16","6","16","2","0.99",2,280,1
7,880,6,"2.99",152,"9.99","PG-13","Animation","18","6","18","2","2.99",1,280,2
7,631,4,"0.99",64,"11.99","G","Sports","19","6","19","2","0.99",1,280,2
7,103,7,"4.99",133,"27.99","PG","Travel","20","6","20","2","4.99",1,280,2
7,424,6,"0.99",149,"12.99","R","Children","20","6","20","2","0.99",2,280,2
7,617,4,"0.99",50,"24.99","PG-13","Family","6","7","6","4","5.99",1,280,2
7,664,6,"2.99",65,"12.99","PG","Action","7","7","7","4","2.99",1,280,2
7,857,3,"2.99",144,"24.99","PG-13","Comedy","8","7","8","4","5.99",1,280,2
7,532,5,"4.99",80,"28.99","PG","Sports","8","7","8","4","4.99",2,280,2
7,854,4,"4.99",119,"22.99","R","Horror","9","7","9","4","8.99",2,280,1
7,856,5,"4.99",73,"11.99","R","Horror","10","7","10","4","7.99",1,280,1
7,687,6,"0.99",138,"15.99","NC-17","Documentary","11","7","11","4","1.99",1,280,2
7,305,6,"2.99",91,"24.99","PG","New","11","7","11","4","2.99",1,280,1
7,796,3,"0.99",135,"12.99","NC-17","Sports","12","7","12","4","3.99",1,280,2
7,682,4,"4.99",134,"17.99","PG-13","Family","29","7","29","4","5.99",1,280,1
7,763,3,"4.99",75,"26.99","G","Sports","31","7","30","4","7.99",1,280,1
7,346,4,"4.99",128,"13.99","R","Classics","1","8","1","3","6.99",2,280,2
7,162,4,"2.99",95,"13.99","R","Action","1","8","1","3","5.99",1,280,1
7,330,7,"4.99",112,"22.99","NC-17","Animation","1","8","1","3","4.99",2,280,2
7,953,3,"0.99",112,"9.99","PG-13","Animation","1","8","1","3","4.99",2,280,1
7,491,4,"0.99",74,"18.99","NC-17","Children","2","8","2","3","3.99",2,280,2
7,465,4,"4.99",59,"17.99","R","New","17","8","16","3","7.99",2,280,2
7,396,5,"4.99",62,"18.99","G","Drama","18","8","18","3","8.99",2,280,2
7,15,5,"2.99",46,"10.99","NC-17","Foreign","18","8","18","3","2.99",2,280,1
7,880,6,"2.99",152,"9.99","PG-13","Animation","19","8","19","3","2.99",2,280,1
7,628,5,"2.99",172,"24.99","PG","Sports","20","8","19","3","2.99",1,280,1
7,750,3,"0.99",145,"25.99","R","New","20","8","20","3","0.99",1,280,1
7,156,3,"4.99",164,"15.99","G","Documentary","21","8","21","3","5.99",2,280,2
8,42,5,"2.99",170,"10.99","NC-17","Sports","15","6","15","2","2.99",2,200,2
8,415,3,"2.99",84,"23.99","R","Horror","17","6","17","2","5.99",1,200,2
8,521,7,"4.99",147,"28.99","NC-17","Drama","20","6","20","2","4.99",1,200,2
8,473,5,"2.99",181,"16.99","PG-13","Drama","5","7","5","4","5.99",2,200,2
8,882,4,"0.99",99,"24.99","PG-13","Drama","7","7","6","4","0.99",1,200,1
8,432,4,"2.99",139,"22.99","NC-17","Classics","7","7","7","4","2.99",1,200,2
8,692,3,"2.99",179,"10.99","G","Animation","7","7","7","4","3.99",2,200,2
8,329,4,"2.99",63,"15.99","R","Action","8","7","8","4","3.99",1,200,1
8,554,6,"2.99",159,"22.99","G","Classics","9","7","9","4","2.99",1,200,1
8,554,6,"2.99",159,"22.99","G","Classics","9","7","9","4","2.99",2,200,2
8,421,7,"4.99",78,"10.99","PG-13","Foreign","11","7","11","4","4.99",2,200,2
8,401,6,"0.99",168,"10.99","NC-17","Drama","12","7","12","4","0.99",1,200,1
8,722,5,"0.99",123,"26.99","NC-17","Horror","29","7","29","4","1.99",2,200,1
8,609,7,"2.99",185,"23.99","G","Travel","31","7","30","4","2.99",1,200,1
8,1,6,"0.99",86,"20.99","PG","Documentary","31","7","30","4","0.99",2,200,1
8,474,6,"2.99",174,"21.99","NC-17","Sports","1","8","1","3","2.99",2,200,2
8,216,3,"4.99",113,"16.99","G","New","2","8","2","3","9.99",2,200,1
8,37,3,"2.99",121,"28.99","PG","Classics","2","8","2","3","2.99",2,200,2
8,847,7,"2.99",160,"10.99","PG","New","18","8","18","3","2.99",2,200,2
8,491,4,"0.99",74,"18.99","NC-17","Children","21","8","20","3","0.99",1,200,1
8,930,4,"2.99",145,"23.99","R","Sci-Fi","22","8","22","3","7.99",2,200,1
8,645,7,"2.99",118,"18.99","PG","Travel","23","8","23","3","2.99",1,200,1
8,985,4,"4.99",111,"19.99","PG","Sci-Fi","23","8","23","3","4.99",1,200,2
9,856,5,"4.99",73,"11.99","R","Horror","20","6","20","2","7.99",2,329,2
9,826,7,"4.99",124,"19.99","PG-13","Travel","21","6","21","2","4.99",2,329,1
9,305,6,"2.99",91,"24.99","PG","New","7","7","7","4","2.99",2,329,1
9,931,7,"0.99",48,"9.99","PG-13","Travel","8","7","8","4","0.99",2,329,1
9,545,4,"0.99",178,"14.99","PG-13","Foreign","8","7","8","4","1.99",1,329,2
9,928,5,"2.99",84,"16.99","PG","Children","10","7","10","4","2.99",1,329,1
9,763,3,"4.99",75,"26.99","G","Sports","11","7","11","4","4.99",2,329,2
9,774,3,"2.99",182,"22.99","NC-17","Comedy","11","7","11","4","5.99",1,329,1
9,830,7,"0.99",149,"23.99","R","Horror","28","7","27","4","0.99",2,329,1
9,445,5,"2.99",100,"11.99","G","Classics","28","7","28","4","2.99",2,329,1
9,897,3,"4.99",179,"27.99","G","Drama","30","7","30","4","4.99",1,329,1
9,531,3,"0.99",137,"18.99","R","Foreign","1","8","1","3","0.99",2,329,2
9,88,7,"4.99",179,"17.99","PG","Travel","1","8","1","3","4.99",2,329,2
9,691,6,"4.99",159,"29.99","PG-13","Sports","2","8","2","3","5.99",2,329,2
9,82,3,"0.99",71,"13.99","G","Family","17","8","16","3","0.99",1,329,1
9,609,7,"2.99",185,"23.99","G","Travel","18","8","18","3","2.99",1,329,1
9,166,6,"2.99",149,"19.99","G","Classics","18","8","18","3","2.99",2,329,2
9,459,4,"4.99",74,"23.99","NC-17","Foreign","18","8","18","3","4.99",2,329,1
9,502,4,"2.99",71,"21.99","PG-13","Comedy","21","8","21","3","7.99",1,329,2
9,219,6,"4.99",51,"20.99","PG-13","Documentary","14","2","14","5","4.99",1,329,1
10,227,4,"4.99",88,"17.99","R","Games","16","6","16","2","4.99",2,162,1
10,407,5,"0.99",47,"12.99","PG-13","Documentary","17","6","17","2","4.99",1,162,1
10,840,5,"0.99",75,"26.99","R","Games","18","6","18","2","3.99",1,162,2
10,387,7,"0.99",100,"27.99","G","Games","19","6","19","2","0.99",2,162,2
10,344,3,"0.99",178,"28.99","PG-13","Children","20","6","19","2","0.99",2,162,1
10,373,7,"2.99",156,"14.99","G","Children","6","7","6","4","3.99",2,162,1
10,10,6,"4.99",63,"24.99","NC-17","Sports","7","7","7","4","4.99",2,162,1
10,164,4,"0.99",55,"20.99","PG","Documentary","7","7","7","4","1.99",1,162,1
10,678,3,"2.99",77,"23.99","G","Sports","9","7","9","4","7.99",1,162,2
10,645,7,"2.99",118,"18.99","PG","Travel","9","7","9","4","2.99",1,162,1
10,650,3,"0.99",144,"27.99","G","Documentary","9","7","9","4","0.99",2,162,2
10,850,7,"0.99",163,"27.99","R","Action","10","7","10","4","2.99",1,162,1
10,16,6,"2.99",180,"23.99","NC-17","Foreign","28","7","28","4","2.99",2,162,2
10,563,6,"4.99",165,"16.99","R","Games","28","7","28","4","6.99",1,162,1
10,838,5,"4.99",112,"25.99","R","Action","28","7","28","4","4.99",1,162,2
10,486,7,"4.99",59,"14.99","R","Foreign","31","7","30","4","4.99",1,162,1
10,969,4,"4.99",159,"29.99","G","Drama","1","8","1","3","8.99",1,162,1
10,629,7,"0.99",128,"9.99","NC-17","Documentary","2","8","2","3","2.99",2,162,1
10,91,5,"0.99",98,"17.99","PG","Classics","2","8","2","3","0.99",2,162,2
10,613,5,"0.99",92,"19.99","NC-17","Comedy","17","8","17","3","2.99",1,162,2
10,383,6,"0.99",111,"13.99","NC-17","Sports","18","8","18","3","2.99",1,162,1
10,972,4,"4.99",59,"24.99","PG-13","Sci-Fi","19","8","19","3","4.99",2,162,1
10,942,7,"0.99",174,"27.99","PG-13","Drama","20","8","20","3","2.99",2,162,2
10,13,4,"4.99",150,"21.99","PG","Horror","22","8","22","3","5.99",2,162,1
11,880,6,"2.99",152,"9.99","PG-13","Animation","15","6","15","2","6.99",2,440,1
11,131,5,"4.99",152,"12.99","PG","Classics","17","6","17","2","7.99",2,440,2
11,812,7,"0.99",50,"13.99","PG-13","Documentary","20","6","20","2","0.99",2,440,1
11,166,6,"2.99",149,"19.99","G","Classics","8","7","8","4","2.99",1,440,1
11,599,3,"0.99",103,"20.99","R","Sports","8","7","8","4","4.99",2,440,2
11,174,6,"4.99",180,"13.99","NC-17","Music","10","7","10","4","5.99",2,440,2
11,740,5,"2.99",153,"13.99","PG-13","Horror","11","7","11","4","6.99",2,440,2
11,302,5,"2.99",131,"29.99","G","Games","27","7","27","4","4.99",2,440,2
11,508,6,"4.99",144,"18.99","PG-13","Games","28","7","28","4","4.99",2,440,1
11,626,5,"2.99",57,"12.99","G","Children","28","7","28","4","2.99",2,440,2
11,206,6,"0.99",144,"25.99","G","Documentary","29","7","29","4","1.99",2,440,2
11,189,3,"0.99",139,"23.99","NC-17","Games","29","7","29","4","0.99",2,440,1
11,662,3,"4.99",118,"9.99","PG","Drama","30","7","30","4","9.99",1,440,1
11,370,4,"2.99",108,"26.99","R","Children","30","7","30","4","6.99",2,440,2
11,823,4,"2.99",143,"21.99","R","Action","1","8","1","3","4.99",2,440,1
11,139,7,"4.99",114,"21.99","PG","Family","2","8","2","3","6.99",1,440,1
11,976,6,"0.99",111,"12.99","R","Games","16","8","16","3","0.99",2,440,1
11,129,3,"2.99",179,"16.99","R","Documentary","17","8","17","3","5.99",2,440,2
11,143,6,"0.99",142,"17.99","PG","Drama","20","8","20","3","0.99",1,440,1
11,304,3,"2.99",130,"28.99","G","Children","20","8","20","3","4.99",1,440,1
11,677,6,"0.99",136,"25.99","NC-17","New","22","8","22","3","0.99",2,440,1
11,438,3,"2.99",68,"22.99","NC-17","Games","22","8","22","3","2.99",2,440,2
11,105,6,"0.99",125,"21.99","NC-17","Action","14","2","14","5","0.99",2,440,2
12,772,4,"2.99",80,"24.99","PG","Drama","16","6","16","2","5.99",2,582,2
12,818,4,"4.99",180,"17.99","NC-17","Drama","18","6","18","2","5.99",1,582,2
12,922,7,"4.99",107,"22.99","PG-13","Horror","18","6","18","2","5.99",1,582,1
12,978,3,"0.99",98,"12.99","R","Comedy","19","6","19","2","4.99",1,582,2
12,249,7,"0.99",176,"26.99","G","Classics","20","6","20","2","2.99",1,582,1
12,924,7,"0.99",129,"15.99","PG","Sci-Fi","21","6","21","2","0.99",1,582,2
12,737,4,"0.99",102,"28.99","G","Horror","6","7","6","4","3.99",2,582,1
12,949,6,"0.99",157,"27.99","NC-17","Games","9","7","9","4","0.99",2,582,1
12,303,6,"0.99",58,"27.99","PG-13","Action","9","7","9","4","0.99",1,582,1
12,630,7,"0.99",48,"19.99","PG-13","Drama","9","7","9","4","0.99",2,582,2
12,186,6,"0.99",64,"17.99","NC-17","Drama","9","7","9","4","3.99",1,582,1
12,735,7,"2.99",102,"26.99","PG-13","Children","12","7","12","4","2.99",2,582,2
12,799,3,"0.99",51,"26.99","NC-17","Horror","27","7","27","4","0.99",1,582,2
12,311,4,"0.99",72,"14.99","PG","Foreign","27","7","27","4","0.99",2,582,2
12,697,7,"0.99",53,"16.99","G","Action","30","7","30","4","0.99",2,582,2
12,69,3,"2.99",85,"21.99","R","Sci-Fi","30","7","30","4","4.99",2,582,1
12,737,4,"0.99",102,"28.99","G","Horror","30","7","30","4","5.99",2,582,2
12,103,7,"4.99",133,"27.99","PG","Travel","31","7","30","4","5.99",2,582,2
12,719,7,"4.99",182,"11.99","PG","Sports","31","7","30","4","5.99",1,582,1
12,662,3,"4.99",118,"9.99","PG","Drama","1","8","1","3","10.99",2,582,1
12,97,7,"0.99",56,"24.99","G","Action","16","8","16","3","0.99",1,582,1
12,897,3,"4.99",179,"27.99","G","Drama","18","8","18","3","4.99",1,582,1
12,40,4,"0.99",148,"22.99","R","Documentary","20","8","20","3","0.99",2,582,2
12,672,7,"2.99",82,"17.99","PG-13","Comedy","20","8","20","3","2.99",2,582,2
12,725,6,"4.99",167,"25.99","R","Classics","21","8","21","3","4.99",1,582,2
12,357,7,"0.99",114,"13.99","G","Classics","23","8","23","3","0.99",2,582,2
13,218,7,"0.99",122,"22.99","NC-17","Drama","17","6","17","2","2.99",2,384,1
13,532,5,"4.99",80,"28.99","PG","Sports","18","6","18","2","4.99",2,384,2
13,823,4,"2.99",143,"21.99","R","Action","20","6","20","2","2.99",1,384,1
13,135,3,"2.99",70,"22.99","R","Sports","20","6","20","2","8.99",2,384,2
13,67,5,"2.99",77,"24.99","PG-13","Action","6","7","6","4","2.99",1,384,1
13,661,5,"4.99",157,"17.99","PG-13","Foreign","11","7","11","4","8.99",1,384,1
13,914,6,"2.99",61,"13.99","PG","Travel","12","7","12","4","2.99",2,384,2
13,681,4,"0.99",100,"20.99","PG","Sports","12","7","12","4","0.99",2,384,2
13,37,3,"2.99",121,"28.99","PG","Classics","12","7","12","4","2.99",1,384,1
13,847,7,"2.99",160,"10.99","PG","New","28","7","28","4","2.99",2,384,1
13,286,7,"2.99",158,"16.99","NC-17","Travel","29","7","29","4","2.99",1,384,2
13,771,3,"4.99",137,"23.99","NC-17","Drama","29","7","29","4","11.99",1,384,1
13,865,3,"4.99",135,"19.99","PG-13","Animation","30","7","30","4","9.99",1,384,2
