"customer_id","film_id","genre","rental_day","rental_month","payment_day","payment_month","amount"
365,745,"Sports","16","6","16","2","6.99"
365,426,"Music","17","6","17","2","4.99"
365,288,"Travel","19","6","18","2","2.99"
365,479,"Family","20","6","20","2","0.99"
366,890,"Sports","15","6","15","2","1.99"
366,531,"Foreign","18","6","18","2","0.99"
367,795,"Family","20","6","20","2","0.99"
368,341,"Classics","15","6","14","2","0.99"
368,260,"Sports","15","6","15","2","9.99"
368,167,"Travel","19","6","18","2","4.99"
368,84,"Travel","19","6","19","2","4.99"
368,985,"Sci-Fi","19","6","19","2","4.99"
368,504,"Drama","21","6","21","2","4.99"
369,345,"Family","15","6","15","2","0.99"
370,563,"Games","15","6","14","2","6.99"
371,789,"Foreign","15","6","15","2","2.99"
371,54,"Music","15","6","15","2","1.99"
371,990,"Horror","16","6","16","2","6.99"
371,668,"Sports","16","6","16","2","5.99"
371,91,"Classics","19","6","19","2","0.99"
371,432,"Classics","20","6","20","2","3.99"
371,602,"Sci-Fi","21","6","21","2","0.99"
372,608,"Children","18","6","18","2","2.99"
372,911,"Action","20","6","20","2","4.99"
372,869,"Action","21","6","21","2","3.99"
373,920,"New","15","6","15","2","6.99"
373,293,"Sports","20","6","20","2","2.99"
374,454,"Music","16","6","16","2","1.99"
374,191,"Children","17","6","17","2","1.99"
374,805,"Animation","18","6","18","2","4.99"
374,51,"Music","19","6","19","2","2.99"
375,609,"Travel","15","6","15","2","2.99"
375,35,"Horror","15","6","15","2","5.99"
375,871,"Comedy","18","6","18","2","4.99"
376,164,"Documentary","15","6","15","2","0.99"
376,228,"Classics","19","6","19","2","0.99"
377,25,"New","19","6","19","2","3.99"
377,23,"Animation","20","6","20","2","1.99"
377,970,"Classics","20","6","20","2","0.99"
377,735,"Children","20","6","20","2","2.99"
377,358,"Classics","21","6","21","2","4.99"
378,980,"Music","16","6","16","2","4.99"
378,776,"Documentary","16","6","16","2","5.99"
378,370,"Children","17","6","17","2","7.99"
378,867,"Family","19","6","19","2","4.99"
379,284,"Music","15","6","15","2","8.99"
379,689,"Foreign","18","6","18","2","5.99"
379,235,"Sci-Fi","20","6","20","2","2.99"
380,526,"Travel","17","6","17","2","3.99"
380,748,"Action","17","6","17","2","2.99"
380,283,"New","17","6","17","2","3.99"
380,628,"Sports","18","6","18","2","2.99"
380,102,"Sports","18","6","18","2","4.99"
380,285,"Sci-Fi","20","6","20","2","1.99"
380,821,"Foreign","20","6","20","2","1.99"
380,791,"Documentary","21","6","21","2","4.99"
381,425,"Classics","15","6","15","2","3.99"
381,730,"New","17","6","17","2","1.99"
381,59,"Children","18","6","18","2","2.99"
381,604,"Comedy","18","6","18","2","4.99"
381,993,"Children","21","6","21","2","2.99"
382,160,"Animation","18","6","18","2","0.99"
382,398,"Music","18","6","18","2","4.99"
382,873,"Children","18","6","18","2","1.99"
382,561,"New","18","6","18","2","2.99"
382,725,"Classics","20","6","20","2","4.99"
383,572,"Sci-Fi","16","6","16","2","7.99"
383,109,"New","18","6","18","2","2.99"
383,433,"Animation","18","6","18","2","2.99"
383,505,"Children","18","6","18","2","2.99"
383,487,"Classics","19","6","19","2","7.99"
383,188,"Comedy","20","6","20","2","2.99"
384,625,"Sci-Fi","17","6","17","2","0.99"
384,416,"Foreign","17","6","17","2","0.99"
384,614,"Games","18","6","18","2","7.99"
384,838,"Action","18","6","18","2","5.99"
384,600,"Horror","20","6","20","2","3.99"
384,670,"Documentary","20","6","20","2","9.99"
384,378,"Music","20","6","20","2","4.99"
385,930,"Sci-Fi","16","6","16","2","2.99"
385,281,"Games","17","6","17","2","0.99"
385,26,"Sci-Fi","20","6","20","2","0.99"
386,373,"Children","16","6","16","2","3.99"
386,566,"Foreign","16","6","16","2","2.99"
386,368,"Drama","16","6","16","2","5.99"
386,132,"Sci-Fi","19","6","19","2","0.99"
386,349,"Animation","21","6","21","2","2.99"
387,894,"Travel","15","6","15","2","0.99"
387,132,"Sci-Fi","15","6","15","2","0.99"
387,924,"Sci-Fi","17","6","17","2","0.99"
387,489,"Animation","17","6","17","2","0.99"
387,115,"Action","20","6","20","2","5.99"
387,7,"Comedy","21","6","21","2","4.99"
388,330,"Animation","15","6","15","2","6.99"
388,54,"Music","17","6","17","2","0.99"
388,767,"Music","19","6","19","2","5.99"
388,694,"Classics","19","6","19","2","4.99"
388,7,"Comedy","20","6","20","2","7.99"
389,422,"Sci-Fi","16","6","16","2","4.99"
389,507,"Games","17","6","17","2","4.99"
389,143,"Drama","19","6","19","2","3.99"
390,59,"Children","16","6","15","2","5.99"
390,302,"Games","16","6","16","2","2.99"
390,735,"Children","17","6","17","2","2.99"
390,933,"New","18","6","18","2","7.99"
390,133,"Music","20","6","20","2","5.99"
391,602,"Sci-Fi","15","6","15","2","0.99"
391,309,"Family","17","6","17","2","0.99"
391,122,"Horror","17","6","17","2","2.99"
391,303,"Action","19","6","19","2","2.99"
391,577,"Sports","20","6","20","2","2.99"
392,528,"Family","16","6","15","2","6.99"
392,154,"Animation","16","6","16","2","2.99"
392,442,"Family","18","6","18","2","2.99"
392,753,"Family","20","6","20","2","4.99"
393,378,"Music","16","6","16","2","6.99"
393,574,"Action","17","6","17","2","1.99"
393,410,"Comedy","18","6","18","2","2.99"
393,331,"Games","18","6","18","2","4.99"
393,646,"Games","20","6","20","2","2.99"
394,167,"Travel","15","6","15","2","4.99"
395,12,"Music","15","6","15","2","0.99"
395,130,"Action","16","6","16","2","0.99"
395,728,"Drama","16","6","16","2","0.99"
395,338,"Sci-Fi","20","6","20","2","4.99"
395,374,"Sci-Fi","21","6","21","2","0.99"
395,159,"Comedy","21","6","21","2","6.99"
396,140,"Sci-Fi","15","6","15","2","1.99"
396,888,"Documentary","15","6","15","2","4.99"
396,582,"Animation","15","6","15","2","6.99"
397,272,"Drama","16","6","16","2","5.99"
397,877,"Music","20","6","20","2","1.99"
398,977,"Travel","15","6","15","2","2.99"
398,103,"Travel","17","6","17","2","6.99"
398,392,"Children","20","6","20","2","9.99"
399,991,"Action","20","6","20","2","2.99"
399,975,"Family","20","6","20","2","5.99"
400,23,"Animation","15","6","15","2","0.99"
400,586,"Action","17","6","17","2","3.99"
400,151,"Sci-Fi","17","6","17","2","6.99"
402,826,"Travel","15","6","14","2","4.99"
402,420,"Sports","18","6","18","2","4.99"
402,758,"Drama","20","6","20","2","2.99"
403,460,"Foreign","15","6","15","2","4.99"
403,460,"Foreign","15","6","15","2","8.99"
403,295,"Documentary","18","6","18","2","3.99"
403,86,"Music","20","6","20","2","4.99"
403,114,"Sci-Fi","20","6","20","2","6.99"
403,989,"Travel","21","6","21","2","5.99"
404,890,"Sports","15","6","15","2","2.99"
404,75,"Travel","16","6","16","2","4.99"
404,451,"Travel","19","6","19","2","4.99"
404,638,"Comedy","20","6","20","2","2.99"
405,842,"Games","15","6","15","2","4.99"
405,629,"Documentary","17","6","17","2","0.99"
405,776,"Documentary","17","6","17","2","5.99"
405,809,"Sports","19","6","19","2","3.99"
405,645,"Travel","21","6","21","2","4.99"
405,415,"Horror","21","6","21","2","5.99"
406,330,"Animation","17","6","17","2","4.99"
406,415,"Horror","17","6","17","2","3.99"
406,204,"Drama","18","6","18","2","2.99"
406,164,"Documentary","18","6","18","2","0.99"
406,18,"Animation","19","6","19","2","0.99"
406,702,"Horror","20","6","20","2","7.99"
406,364,"New","21","6","21","2","4.99"
407,322,"Sports","16","6","16","2","2.99"
407,493,"Foreign","19","6","19","2","0.99"
408,354,"Children","18","6","18","2","4.99"
408,873,"Children","19","6","19","2","2.99"
408,169,"Travel","19","6","19","2","2.99"
409,496,"Travel","15","6","15","2","5.99"
409,568,"Comedy","18","6","18","2","8.99"
410,645,"Travel","15","6","15","2","2.99"
410,772,"Drama","17","6","17","2","2.99"
410,5,"Family","18","6","18","2","4.99"
410,702,"Horror","18","6","18","2","5.99"
410,348,"Family","20","6","20","2","0.99"
410,154,"Animation","21","6","21","2","4.99"
411,18,"Animation","17","6","17","2","0.99"
411,185,"Foreign","17","6","17","2","2.99"
411,688,"Children","19","6","19","2","0.99"
412,724,"Family","21","6","21","2","2.99"
413,301,"Horror","17","6","17","2","5.99"
413,710,"Family","19","6","19","2","4.99"
414,933,"New","18","6","18","2","4.99"
414,969,"Drama","19","6","19","2","9.99"
414,246,"Foreign","21","6","21","2","5.99"
415,773,"Sports","17","6","17","2","4.99"
415,254,"Sports","21","6","20","2","2.99"
416,356,"Children","14","6","14","2","2.99"
416,522,"Comedy","15","6","15","2","4.99"
416,877,"Music","16","6","16","2","0.99"
416,559,"Sci-Fi","16","6","16","2","2.99"
416,383,"Sports","16","6","16","2","0.99"
417,953,"Animation","17","6","17","2","3.99"
418,571,"Documentary","19","6","19","2","2.99"
418,569,"Animation","20","6","20","2","2.99"
418,380,"Foreign","20","6","20","2","2.99"
419,160,"Animation","19","6","19","2","2.99"
420,257,"Travel","19","6","19","2","3.99"
420,851,"Sports","19","6","19","2","0.99"
420,651,"Animation","19","6","19","2","0.99"
421,521,"Drama","16","6","16","2","4.99"
421,559,"Sci-Fi","18","6","18","2","2.99"
421,288,"Travel","20","6","20","2","4.99"
422,376,"Foreign","17","6","16","2","0.99"
422,900,"Foreign","17","6","17","2","4.99"
422,302,"Games","19","6","19","2","2.99"
422,737,"Horror","19","6","19","2","5.99"
423,790,"Drama","15","6","15","2","3.99"
423,833,"Children","16","6","16","2","0.99"
423,103,"Travel","19","6","19","2","6.99"
423,777,"Sports","19","6","19","2","6.99"
423,897,"Drama","20","6","20","2","8.99"
424,706,"Drama","20","6","20","2","4.99"
424,403,"Drama","20","6","20","2","6.99"
424,436,"New","21","6","21","2","0.99"
425,412,"Documentary","21","6","21","2","6.99"
426,767,"Music","16","6","16","2","6.99"
426,322,"Sports","16","6","16","2","7.99"
426,252,"Action","18","6","18","2","2.99"
426,18,"Animation","19","6","19","2","0.99"
426,560,"Games","21","6","21","2","0.99"
427,968,"Action","15","6","15","2","5.99"
427,191,"Children","16","6","16","2","3.99"
427,101,"Documentary","16","6","16","2","5.99"
427,925,"Documentary","17","6","16","2","1.99"
427,299,"Travel","18","6","18","2","0.99"
428,142,"Documentary","15","6","15","2","3.99"
428,122,"Horror","15","6","15","2","2.99"
428,684,"Games","16","6","16","2","3.99"
428,958,"Drama","19","6","19","2","2.99"
428,402,"Animation","21","6","21","2","0.99"
429,623,"Foreign","16","6","16","2","5.99"
429,361,"Sports","16","6","16","2","2.99"
429,968,"Action","17","6","17","2","7.99"
429,740,"Horror","21","6","21","2","2.99"
430,492,"New","15","6","15","2","0.99"
430,608,"Children","15","6","15","2","2.99"
430,154,"Animation","16","6","15","2","2.99"
430,307,"Travel","16","6","16","2","6.99"
430,656,"Travel","20","6","20","2","0.99"
430,143,"Drama","20","6","20","2","0.99"
431,489,"Animation","16","6","16","2","2.99"
431,239,"Animation","17","6","17","2","4.99"
431,679,"Family","18","6","18","2","3.99"
431,915,"Action","18","6","18","2","4.99"
431,462,"Music","19","6","19","2","2.99"
431,465,"New","21","6","21","2","6.99"
431,68,"Children","21","6","21","2","8.99"
432,686,"New","15","6","14","2","5.99"
432,162,"Action","16","6","16","2","2.99"
432,398,"Music","20","6","20","2","4.99"
434,418,"Drama","15","6","15","2","0.99"
434,775,"Drama","16","6","16","2","5.99"
434,682,"Family","18","6","18","2","7.99"
434,433,"Animation","18","6","18","2","3.99"
434,290,"Foreign","18","6","18","2","3.99"
434,471,"Classics","20","6","20","2","2.99"
434,443,"Comedy","20","6","20","2","2.99"
435,545,"Foreign","15","6","15","2","0.99"
435,395,"Action","20","6","20","2","0.99"
436,861,"Games","18","6","18","2","9.99"
437,966,"Documentary","18","6","18","2","5.99"
437,672,"Comedy","19","6","19","2","2.99"
437,794,"Action","21","6","21","2","2.99"
438,702,"Horror","15","6","15","2","4.99"
438,233,"Travel","16","6","16","2","0.99"
438,797,"Music","18","6","18","2","0.99"
438,979,"Drama","19","6","19","2","4.99"
438,893,"Sci-Fi","21","6","21","2","4.99"
438,119,"Comedy","21","6","21","2","0.99"
439,908,"Foreign","15","6","15","2","4.99"
439,574,"Action","16","6","16","2","0.99"
439,123,"Travel","17","6","17","2","4.99"
439,379,"Drama","19","6","19","2","2.99"
439,735,"Children","20","6","20","2","2.99"
439,521,"Drama","21","6","21","2","6.99"
441,385,"Comedy","16","6","16","2","4.99"
441,501,"Action","18","6","18","2","4.99"
442,728,"Drama","15","6","15","2","5.99"
442,440,"Foreign","15","6","15","2","0.99"
442,227,"Games","16","6","16","2","8.99"
442,672,"Comedy","16","6","16","2","2.99"
443,377,"Family","20","6","19","2","2.99"
444,816,"Animation","15","6","15","2","0.99"
444,397,"Sci-Fi","15","6","15","2","3.99"
444,454,"Music","15","6","15","2","1.99"
444,437,"Family","19","6","19","2","4.99"
444,112,"Foreign","21","6","21","2","7.99"
444,774,"Comedy","21","6","21","2","5.99"
446,435,"Foreign","18","6","18","2","4.99"
446,864,"Children","18","6","18","2","3.99"
446,911,"Action","19","6","18","2","6.99"
446,650,"Documentary","19","6","19","2","0.99"
446,450,"Children","20","6","20","2","2.99"
446,525,"Classics","20","6","20","2","0.99"
447,504,"Drama","15","6","15","2","0.99"
447,382,"Games","17","6","17","2","2.99"
447,267,"New","17","6","17","2","4.99"
447,165,"Sci-Fi","18","6","18","2","4.99"
448,361,"Sports","15","6","15","2","5.99"
448,846,"New","16","6","16","2","7.99"
448,491,"Children","19","6","19","2","0.99"
448,225,"Drama","21","6","21","2","3.99"
448,944,"Drama","21","6","21","2","5.99"
449,637,"Sci-Fi","15","6","15","2","4.99"
449,790,"Drama","18","6","18","2","0.99"
449,258,"Horror","20","6","20","2","2.99"
450,39,"Sci-Fi","16","6","16","2","4.99"
450,560,"Games","16","6","16","2","0.99"
450,747,"Games","17","6","17","2","2.99"
450,258,"Horror","18","6","18","2","0.99"
450,263,"Sports","18","6","18","2","4.99"
450,618,"Drama","19","6","19","2","2.99"
450,101,"Documentary","20","6","20","2","4.99"
451,619,"Sports","15","6","15","2","0.99"
451,249,"Classics","17","6","16","2","0.99"
451,21,"Action","17","6","17","2","6.99"
451,467,"Foreign","19","6","19","2","1.99"
451,370,"Children","20","6","20","2","3.99"
451,140,"Sci-Fi","20","6","20","2","0.99"
451,720,"New","21","6","21","2","6.99"
452,481,"New","15","6","15","2","4.99"
452,356,"Children","15","6","15","2","5.99"
452,111,"Action","16","6","16","2","3.99"
452,717,"Action","18","6","18","2","0.99"
452,570,"Sports","18","6","18","2","4.99"
452,367,"Sci-Fi","18","6","18","2","0.99"
452,797,"Music","19","6","19","2","0.99"
453,591,"Games","19","6","19","2","5.99"
453,564,"Animation","19","6","19","2","7.99"
453,239,"Animation","20","6","20","2","4.99"
454,421,"Foreign","16","6","16","2","4.99"
454,501,"Action","16","6","16","2","7.99"
454,27,"Sports","17","6","16","2","1.99"
454,123,"Travel","17","6","17","2","4.99"
454,446,"Sports","17","6","17","2","5.99"
454,765,"Comedy","18","6","17","2","5.99"
454,391,"Family","18","6","18","2","2.99"
454,408,"Games","19","6","19","2","9.99"
454,55,"Sci-Fi","21","6","21","2","2.99"
454,284,"Music","21","6","21","2","4.99"
455,688,"Children","15","6","15","2","1.99"
455,907,"Drama","16","6","16","2","1.99"
455,234,"Sci-Fi","17","6","17","2","2.99"
455,477,"Music","18","6","18","2","0.99"
456,181,"Travel","15","6","15","2","2.99"
456,924,"Sci-Fi","16","6","16","2","0.99"
456,321,"New","17","6","17","2","5.99"
456,73,"Sci-Fi","17","6","17","2","6.99"
456,411,"Music","18","6","18","2","4.99"
456,899,"Classics","18","6","18","2","0.99"
456,83,"Family","19","6","19","2","2.99"
457,721,"Music","15","6","15","2","4.99"
457,647,"Music","16","6","16","2","0.99"
457,877,"Music","17","6","17","2","0.99"
457,640,"Foreign","18","6","17","2","7.99"
457,771,"Drama","19","6","19","2","4.99"
457,753,"Family","19","6","19","2","3.99"
457,850,"Action","19","6","19","2","0.99"
457,474,"Sports","20","6","20","2","2.99"
457,697,"Action","20","6","20","2","2.99"
458,393,"Documentary","19","6","19","2","5.99"
458,942,"Drama","21","6","21","2","0.99"
459,85,"Documentary","17","6","17","2","0.99"
459,540,"Music","17","6","17","2","2.99"
459,527,"Horror","17","6","17","2","4.99"
459,417,"Action","20","6","20","2","0.99"
459,587,"Documentary","20","6","20","2","4.99"
459,673,"Music","20","6","20","2","0.99"
459,715,"Family","21","6","21","2","9.99"
460,79,"Drama","15","6","15","2","0.99"
461,285,"Sci-Fi","20","6","20","2","5.99"
461,544,"Documentary","21","6","21","2","4.99"
462,961,"Foreign","16","6","16","2","5.99"
462,768,"Children","17","6","17","2","9.99"
462,365,"Comedy","21","6","21","2","4.99"
463,304,"Children","15","6","15","2","2.99"
463,86,"Music","19","6","18","2","4.99"
463,230,"Drama","21","6","20","2","2.99"
463,56,"Action","21","6","21","2","4.99"
464,15,"Foreign","15","6","15","2","4.99"
464,78,"Animation","20","6","20","2","2.99"
465,873,"Children","15","6","15","2","2.99"
465,843,"Classics","17","6","17","2","4.99"
465,680,"Comedy","17","6","17","2","8.99"
465,97,"Action","19","6","18","2","0.99"
466,529,"Comedy","16","6","16","2","7.99"
466,284,"Music","18","6","18","2","8.99"
466,819,"Music","20","6","20","2","3.99"
466,961,"Foreign","21","6","21","2","4.99"
466,443,"Comedy","21","6","21","2","2.99"
467,878,"Travel","16","6","16","2","8.99"
467,28,"Comedy","17","6","17","2","4.99"
467,48,"Children","20","6","19","2","9.99"
467,161,"Music","21","6","21","2","6.99"
468,463,"Sports","15","6","15","2","2.99"
468,898,"Sports","16","6","16","2","8.99"
468,705,"Foreign","16","6","16","2","2.99"
468,554,"Classics","17","6","17","2","2.99"
468,465,"New","18","6","18","2","4.99"
468,891,"Classics","19","6","19","2","0.99"
469,314,"Animation","15","6","15","2","0.99"
469,971,"Foreign","16","6","16","2","9.99"
470,314,"Animation","15","6","15","2","0.99"
470,697,"Action","15","6","15","2","0.99"
470,844,"Sports","16","6","16","2","7.99"
471,219,"Documentary","15","6","15","2","4.99"
471,333,"Music","15","6","15","2","2.99"
471,522,"Comedy","17","6","17","2","2.99"
471,263,"Sports","18","6","18","2","4.99"
471,694,"Classics","20","6","20","2","4.99"
472,215,"Games","15","6","15","2","4.99"
472,307,"Travel","16","6","16","2","6.99"
472,284,"Music","19","6","19","2","5.99"
472,504,"Drama","20","6","20","2","0.99"
472,938,"Comedy","20","6","20","2","4.99"
472,850,"Action","21","6","21","2","0.99"
473,531,"Foreign","16","6","16","2","0.99"
473,937,"New","17","6","17","2","2.99"
473,205,"Action","19","6","19","2","4.99"
473,113,"Sports","19","6","19","2","4.99"
474,582,"Animation","16","6","16","2","8.99"
474,340,"New","20","6","20","2","7.99"
476,468,"Children","16","6","16","2","3.99"
476,273,"Family","17","6","17","2","0.99"
476,941,"Games","18","6","18","2","4.99"
476,129,"Documentary","21","6","21","2","2.99"
477,117,"Games","16","6","16","2","6.99"
477,304,"Children","18","6","17","2","2.99"
477,46,"Games","18","6","18","2","10.99"
477,858,"Comedy","19","6","19","2","4.99"
478,488,"Sports","16","6","16","2","0.99"
478,376,"Foreign","18","6","18","2","4.99"
478,501,"Action","19","6","18","2","6.99"
478,127,"Comedy","19","6","19","2","8.99"
478,228,"Classics","19","6","19","2","4.99"
478,603,"Family","21","6","21","2","4.99"
479,638,"Comedy","17","6","17","2","2.99"
479,735,"Children","17","6","17","2","3.99"
479,22,"New","17","6","17","2","2.99"
479,628,"Sports","17","6","17","2","3.99"
479,800,"Horror","18","6","18","2","2.99"
479,374,"Sci-Fi","19","6","19","2","6.99"
480,595,"Foreign","15","6","15","2","0.99"
480,118,"Animation","16","6","16","2","0.99"
481,952,"Documentary","14","6","14","2","2.99"
481,995,"Horror","18","6","18","2","4.99"
481,211,"Games","21","6","21","2","4.99"
481,963,"Animation","21","6","21","2","0.99"
482,958,"Drama","20","6","20","2","2.99"
482,562,"Music","21","6","21","2","0.99"
483,765,"Comedy","19","6","19","2","4.99"
483,19,"Action","20","6","19","2","0.99"
483,706,"Drama","21","6","21","2","8.99"
484,514,"Drama","15","6","15","2","3.99"
484,298,"Sci-Fi","16","6","16","2","3.99"
484,827,"Drama","17","6","17","2","4.99"
484,527,"Horror","17","6","17","2","5.99"
485,175,"Family","16","6","16","2","2.99"
485,771,"Drama","16","6","16","2","8.99"
486,20,"Music","17","6","17","2","4.99"
486,503,"Sports","17","6","17","2","5.99"
486,110,"Children","19","6","19","2","2.99"
486,707,"Action","19","6","19","2","2.99"
487,530,"Action","20","6","20","2","3.99"
488,807,"Games","16","6","16","2","3.99"
488,967,"Sci-Fi","16","6","16","2","5.99"
489,5,"Family","16","6","16","2","3.99"
489,406,"Games","18","6","18","2","0.99"
489,583,"Animation","18","6","18","2","7.99"
489,887,"Animation","19","6","19","2","4.99"
490,573,"Children","16","6","16","2","3.99"
491,252,"Action","15","6","15","2","2.99"
491,166,"Classics","15","6","15","2","4.99"
491,805,"Animation","17","6","17","2","4.99"
491,893,"Sci-Fi","18","6","18","2","4.99"
491,625,"Sci-Fi","18","6","18","2","4.99"
491,263,"Sports","20","6","20","2","4.99"
491,187,"Sports","21","6","21","2","3.99"
492,970,"Classics","16","6","16","2","1.99"
492,973,"Documentary","17","6","16","2","4.99"
492,307,"Travel","17","6","17","2","4.99"
492,98,"Drama","21","6","21","2","9.99"
493,498,"Family","17","6","17","2","3.99"
493,683,"Drama","18","6","18","2","4.99"
493,840,"Games","19","6","19","2","0.99"
493,235,"Sci-Fi","20","6","19","2","2.99"
494,514,"Drama","16","6","16","2","2.99"
495,15,"Foreign","17","6","17","2","2.99"
495,336,"Documentary","18","6","18","2","4.99"
495,843,"Classics","19","6","19","2","7.99"
495,388,"Comedy","20","6","20","2","3.99"
496,49,"Sci-Fi","19","6","19","2","2.99"
497,778,"Family","18","6","17","2","8.99"
497,272,"Drama","18","6","18","2","5.99"
497,292,"Action","18","6","18","2","2.99"
497,518,"Travel","19","6","19","2","4.99"
498,711,"Sci-Fi","15","6","15","2","6.99"
498,395,"Action","16","6","16","2","2.99"
498,438,"Games","18","6","18","2","2.99"
498,792,"Foreign","18","6","18","2","4.99"
498,747,"Games","20","6","20","2","0.99"
498,613,"Comedy","21","6","21","2","0.99"
499,914,"Travel","15","6","15","2","2.99"
499,422,"Sci-Fi","16","6","15","2","4.99"
499,873,"Children","16","6","16","2","4.99"
499,315,"Family","21","6","21","2","1.99"
500,777,"Sports","15","6","15","2","5.99"
500,869,"Action","15","6","15","2","5.99"
500,56,"Action","18","6","17","2","3.99"
500,728,"Drama","19","6","18","2","6.99"
500,886,"Animation","20","6","20","2","2.99"
501,876,"Horror","21","6","21","2","5.99"
501,666,"Drama","21","6","21","2","7.99"
502,857,"Comedy","16","6","16","2","7.99"
502,54,"Music","18","6","18","2","0.99"
502,796,"Sports","20","6","20","2","0.99"
503,305,"New","17","6","17","2","4.99"
503,621,"Family","18","6","18","2","2.99"
503,352,"Games","21","6","21","2","0.99"
504,786,"Children","19","6","19","2","1.99"
504,390,"Sci-Fi","20","6","20","2","6.99"
505,624,"Games","16","6","16","2","5.99"
505,515,"Children","17","6","17","2","4.99"
505,902,"Sports","19","6","19","2","7.99"
505,172,"Drama","20","6","20","2","5.99"
506,433,"Animation","15","6","15","2","6.99"
